ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Total_Spent,Total_Purchases,Family_Size,Age,Customer_For_Months
1880,1959,PhD,Couple,53537,30/01/2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,2,93,8,4,57,142
641,1967,Graduation,Single,52074,04/04/2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,1,119,7,2,49,140
8717,1975,PhD,Couple,80427,12/09/2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,1,1835,28,3,41,159
10314,1948,PhD,Couple,83837,16/12/2012,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,0,1318,25,2,68,156
10854,1970,PhD,Couple,38853,23/05/2014,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,45,7,4,46,139
10492,1959,Graduation,Couple,38285,24/06/2014,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,3,10,4,5,57,137
7698,1976,PhD,Couple,51650,11/05/2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,1,191,10,3,40,139
3559,1988,2n Cycle,Couple,16248,10/05/2014,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,1,57,9,3,28,139
10562,1946,Master,Couple,66835,28/09/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,0,1033,24,2,70,146
10796,1984,Master,Couple,30477,22/01/2014,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,1,66,6,3,32,143
2563,1961,Highschool,Couple,28249,15/06/2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0,43,6,2,55,138
3518,1983,Graduation,Couple,25271,05/12/2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,1,50,5,3,33,156
5823,1970,PhD,Single,32303,08/03/2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,39,7,2,46,141
3934,1966,Graduation,Couple,61286,02/08/2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,1,608,18,3,50,148
6982,1976,Graduation,Couple,74068,19/03/2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,0,1581,24,2,40,153
6431,1964,PhD,Couple,45759,23/02/2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,68,7,4,52,154
9733,1978,Highschool,Couple,24882,09/09/2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,1,80,5,3,38,159
5602,1989,PhD,Couple,66973,17/05/2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,0,1282,28,2,27,151
7829,1900,2n Cycle,Single,36640,26/09/2013,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,1,65,6,2,116,147
1324,1988,Graduation,Couple,38872,30/05/2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1,91,8,3,28,150
326,1973,Graduation,Couple,51148,18/02/2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,2,315,16,4,43,154
7224,1977,Graduation,Couple,31353,29/12/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,31,6,4,39,143
6999,1980,Master,Couple,69661,13/05/2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,0,834,23,2,36,139
9938,1954,Graduation,Couple,80067,19/09/2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,0,1600,17,2,62,147
6422,1954,Graduation,Couple,86718,17/01/2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,0,1270,17,2,62,155
3182,1973,PhD,Single,46854,31/03/2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,2,263,15,3,43,140
7300,1952,Graduation,Single,69142,29/06/2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,1,535,19,2,64,137
10424,1968,Graduation,Single,75922,09/12/2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,0,1295,18,1,48,144
8727,1978,Graduation,Single,63693,14/10/2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,1,1150,29,2,38,146
2798,1977,PhD,Couple,102160,02/11/2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,0,1240,26,2,39,157
1030,1965,PhD,Single,40637,17/07/2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,38,6,3,51,149
624,1984,Master,Single,18890,10/11/2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,0,35,4,1,32,157
5176,1988,Graduation,Couple,29604,08/12/2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,1,53,5,3,28,144
5552,1963,Master,Single,48721,13/05/2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,2,293,17,3,53,151
868,1966,Graduation,Couple,44794,08/06/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,65,6,3,50,138
380,1954,Graduation,Single,64497,10/09/2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,1,1804,29,2,62,159
2677,1956,Graduation,Couple,46097,31/03/2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,1,241,15,3,60,152
6521,1954,Graduation,Couple,77972,18/03/2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,0,1101,20,2,62,141
6927,1968,PhD,Couple,44377,05/10/2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,2,264,19,4,48,158
2877,1974,Master,Couple,46014,21/01/2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,2,541,26,4,42,155
0,1985,Graduation,Couple,70951,04/05/2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,1198,17,2,31,151
1584,1977,Graduation,Couple,41443,01/04/2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,1,482,20,3,39,140
7264,1978,2n Cycle,Single,52195,12/05/2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,17,4,4,38,139
6274,1948,Master,Couple,83790,15/11/2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,0,1615,25,2,68,145
1377,1954,Master,Single,44551,31/08/2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,1,285,12,2,62,147
454,1980,Graduation,Couple,69508,14/11/2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,1,1135,28,3,36,157
1755,1988,2n Cycle,Couple,45204,11/04/2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,1,114,7,3,28,140
2075,1969,Graduation,Couple,72460,14/11/2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,0,1047,16,2,47,145
4785,1970,PhD,Couple,77622,14/04/2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,2,714,22,4,46,140
9076,1980,PhD,Couple,30732,05/01/2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,1,185,13,3,36,155
7079,1962,Graduation,Single,63887,08/09/2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1,1245,32,2,54,159
4653,1978,Graduation,Couple,42011,26/03/2013,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,189,12,3,38,153
7375,1976,Graduation,Couple,51369,25/10/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,1,576,16,3,40,158
709,1952,Graduation,Single,51537,09/12/2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,1,1103,18,2,64,156
460,1972,PhD,Couple,79930,08/08/2012,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,0,1753,17,2,44,160
3726,1986,PhD,Couple,34320,16/02/2014,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,17,4,3,30,142
6798,1966,Graduation,Single,37070,20/03/2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2,433,23,3,50,153
5341,1962,2n Cycle,Single,81975,05/01/2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,1,1588,14,2,54,155
1606,1971,Graduation,Couple,38590,15/05/2013,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,22,4,3,45,151
9617,1951,Graduation,Single,15033,16/04/2014,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,0,19,5,1,65,140
3233,1965,PhD,Couple,62745,23/03/2013,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,1,1117,29,3,51,153
89,1975,2n Cycle,Couple,22212,09/12/2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,1,69,8,3,41,144
2936,1982,Master,Couple,23661,04/12/2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,23,5,3,34,144
9449,1958,PhD,Single,79761,04/10/2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,1,605,19,2,58,146
7297,1973,Graduation,Single,7500,26/12/2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,1,57,11,2,43,143
11004,1893,2n Cycle,Single,60182,17/05/2014,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,1,22,4,2,123,139
313,1968,Graduation,Single,73455,28/10/2013,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,0,2088,22,1,48,145
9940,1958,Graduation,Couple,64961,23/12/2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,1,1009,16,3,58,156
10735,1971,Graduation,Single,22804,31/07/2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,1,26,5,2,45,148
9529,1990,Graduation,Couple,73687,28/11/2013,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,0,1627,22,2,26,144
6439,1958,Graduation,Couple,61074,17/08/2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,1,1102,31,3,58,160
7411,1964,PhD,Couple,31686,05/06/2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,17,6,4,52,138
2176,1972,Graduation,Couple,80134,20/05/2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,1,1690,16,3,44,151
9265,1953,Graduation,Couple,75027,09/01/2013,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,1,1390,21,3,63,155
8867,1988,PhD,Couple,67546,31/08/2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,0,2126,20,2,28,160
8932,1969,Master,Couple,65176,29/10/2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,1,1531,25,3,47,158
10236,1975,Master,Single,31160,16/09/2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,64,7,2,41,147
6340,1985,Graduation,Single,29938,27/10/2013,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,1,26,6,2,31,145
10089,1974,Graduation,Single,102692,05/04/2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,0,1112,29,1,42,152
2227,1958,2n Cycle,Couple,26490,22/09/2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,0,210,11,2,58,159
10992,1967,Graduation,Couple,75702,29/08/2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,2,1148,26,4,49,160
5304,1974,PhD,Single,30899,13/10/2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,1,33,6,2,42,158
309,1961,PhD,Couple,63342,16/10/2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,1,1101,19,3,55,158
3406,1964,Graduation,Single,45989,22/10/2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,1,322,16,2,52,158
2661,1964,Graduation,Single,18701,04/06/2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,2,44,10,3,52,150
3153,1957,PhD,Single,40737,08/12/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,17,4,4,59,144
10264,1979,Graduation,Single,15287,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,1,31,6,2,37,158
1184,1968,PhD,Single,69674,22/05/2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,2,845,25,3,48,151
4200,1970,Master,Couple,44159,17/06/2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,1,275,15,3,46,138
9396,1978,PhD,Couple,37717,23/11/2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,1,25,4,3,38,157
2387,1952,Master,Couple,43776,03/02/2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,2,275,17,4,64,154
6690,1966,Master,Couple,38179,14/03/2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2,90,11,4,50,153
1225,1963,Graduation,Couple,80124,26/06/2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,0,1495,19,2,53,137
9703,1970,PhD,Couple,38097,15/10/2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,2,184,11,4,46,158
291,1970,Graduation,Couple,72940,19/06/2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,0,981,13,2,46,150
4557,1970,Graduation,Couple,22070,04/10/2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,1,67,8,3,46,146
2379,1953,Graduation,Single,69267,22/09/2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,0,1635,14,1,63,159
5726,1983,Master,Single,31788,20/03/2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,1,60,10,2,33,141
3066,1975,PhD,Couple,61905,04/02/2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,1,231,12,3,41,142
6336,1960,Graduation,Couple,29315,06/04/2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,2,48,10,4,56,140
10967,1963,Graduation,Single,33378,06/02/2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,2,99,9,3,53,154
2304,1963,PhD,Couple,66313,16/09/2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,1,770,23,3,53,147
3445,1956,Graduation,Single,60714,17/01/2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,0,957,23,1,60,155
7828,1981,Master,Couple,77882,30/04/2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,0,818,12,2,35,139
3762,1986,PhD,Single,69867,02/04/2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,0,925,17,1,30,152
4391,1968,Master,Single,63841,21/04/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,1,908,22,2,48,152
4669,1981,Highschool,Couple,24480,11/02/2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,1,102,10,3,35,154
1672,1974,PhD,Couple,65640,01/03/2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,1,461,15,3,42,141
8962,1975,Master,Couple,44319,17/04/2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,37,7,4,41,140
9974,1974,Graduation,Couple,30631,12/07/2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,1,70,7,3,42,149
10983,1952,Graduation,Couple,75278,29/01/2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,0,930,23,2,64,155
8148,1956,Master,Couple,50898,08/01/2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,2,859,33,4,60,155
10102,1966,Graduation,Single,79946,12/05/2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,0,1478,22,1,50,139
4697,1949,Master,Single,35416,13/06/2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,0,390,16,1,67,150
9262,1984,2n Cycle,Couple,32414,04/07/2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,0,52,5,2,32,149
7254,1969,Graduation,Couple,38361,27/12/2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,1,137,10,3,47,143
4543,1980,Graduation,Couple,82497,31/10/2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,0,1919,19,2,36,158
4927,1971,Graduation,Couple,16626,15/01/2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,68,9,4,45,143
10451,1965,Graduation,Couple,29672,12/03/2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,2,25,4,4,51,153
2926,1952,Master,Couple,55951,23/08/2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,1,1374,23,3,64,160
2874,1988,2n Cycle,Single,35388,07/03/2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,32,5,2,28,153
9738,1986,Master,Couple,42386,13/01/2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,1,100,7,3,30,155
7119,1982,Graduation,Single,68627,12/01/2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,0,825,12,1,34,155
3924,1965,PhD,Single,57912,17/03/2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,1,916,28,2,51,141
5827,1958,Graduation,Single,35246,16/04/2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,2,62,11,3,58,140
5596,1956,2n Cycle,Couple,58821,12/10/2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,1,728,21,3,60,146
10812,1978,PhD,Couple,46377,01/03/2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,1,90,7,3,38,141
1717,1988,Graduation,Single,39747,13/04/2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,1,273,13,2,28,140
9491,1984,Graduation,Couple,23976,27/12/2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,1,66,10,3,32,143
9274,1961,Master,Couple,80950,28/03/2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,0,1213,23,2,55,153
6609,1966,Graduation,Single,27038,18/09/2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,0,107,7,1,50,159
6963,1947,Graduation,Single,77457,05/03/2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,0,1157,18,1,69,141
4440,1964,Master,Couple,64100,10/09/2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,1,546,18,3,52,147
1379,1992,Master,Couple,42670,27/04/2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,0,241,11,2,24,152
10032,1976,Graduation,Single,12571,18/01/2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,1,53,11,2,40,143
2826,1967,Graduation,Couple,22574,28/10/2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,3,37,7,5,49,145
2437,1989,Graduation,Couple,42326,03/06/2013,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,0,1611,24,2,27,150
6320,1976,Master,Single,70893,06/02/2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,0,1508,23,1,40,154
3050,1966,Graduation,Couple,54198,17/12/2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,2,235,16,4,50,144
231,1956,Master,Couple,28839,11/03/2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,32,7,4,60,141
2392,1972,Graduation,Couple,40321,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,2,102,8,4,44,148
9478,1985,Graduation,Single,66503,14/08/2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,1,401,15,2,31,160
113,1951,Graduation,Couple,30833,16/07/2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,2,28,6,4,65,149
2863,1970,Graduation,Single,50903,23/08/2013,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,3,1052,21,4,46,148
1802,1971,Graduation,Couple,64795,17/01/2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,1,680,21,3,45,155
520,1974,Graduation,Couple,34421,01/07/2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,30,4,3,42,149
8275,1965,PhD,Single,47025,09/02/2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,20,4,3,51,142
9750,1961,PhD,Single,64325,07/02/2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,1,1307,23,2,55,154
2607,1953,Graduation,Single,40464,11/01/2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,1,630,24,2,63,155
7214,1957,Graduation,Couple,62187,05/07/2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,0,1283,18,2,59,149
5835,1976,PhD,Single,14849,02/07/2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,1,65,9,2,40,149
3896,1984,Graduation,Couple,27255,07/11/2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,37,5,3,32,145
10350,1950,PhD,Couple,54432,09/05/2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,3,38,5,5,66,151
7786,1986,PhD,Single,29999,13/02/2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,1,160,12,2,30,154
2861,1983,Graduation,Single,24072,16/04/2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,23,4,2,33,152
663,1989,PhD,Single,33996,11/09/2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,71,6,1,27,147
10675,1956,PhD,Couple,66334,03/04/2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,1,1161,19,3,60,152
2521,1971,Master,Couple,35178,10/01/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,59,5,3,45,155
9592,1983,Graduation,Couple,22010,30/06/2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,33,7,3,33,149
10151,1960,Graduation,Single,62204,12/09/2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,2,946,22,3,56,159
7381,1968,Graduation,Single,75693,06/12/2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,0,1442,22,1,48,156
4099,1972,Graduation,Couple,30675,12/11/2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,62,5,3,44,157
9560,1965,Graduation,Couple,83003,03/03/2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,0,1674,22,2,51,153
1150,1899,PhD,Couple,83532,26/09/2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,0,1853,15,2,117,147
10172,1988,Graduation,Single,68655,10/08/2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,0,1538,21,1,28,160
11191,1986,Graduation,Single,41411,07/12/2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,0,139,8,1,30,144
9707,1969,PhD,Couple,55212,23/11/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,1,1182,20,3,47,157
6245,1950,PhD,Couple,59292,13/06/2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,1,507,18,3,66,150
8234,1973,Highschool,Couple,27190,15/08/2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,1,18,4,3,43,148
1411,1952,Graduation,Single,82623,10/11/2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,0,940,16,1,64,145
8553,1965,Graduation,Couple,44300,23/06/2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,42,6,4,51,150
1826,1970,Graduation,Single,84835,16/06/2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,0,1190,15,1,46,138
8842,1971,Graduation,Single,30372,25/12/2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,2,44,8,3,45,156
11030,1976,Master,Couple,33181,03/01/2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,1,16,4,3,40,143
2579,1957,Graduation,Couple,71113,17/12/2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,1,835,26,3,59,144
